CorrVar1,CorrVar2,Value
monocytes,urea,-0.08330
proteina_c_reativa_mg_dl,total_co2_venous_blood_gas_analysis,-0.08391
hb_saturation_venous_blood_gas_analysis,creatine_phosphokinase_cpk,-0.08410
segmented,hco3_arterial_blood_gas_analysis,-0.08466
red_blood_cells,urine_ph,-0.08469
proteina_c_reativa_mg_dl,hco3_venous_blood_gas_analysis,-0.08475
indirect_bilirubin,relationship_patient_normal,-0.08499
base_excess_venous_blood_gas_analysis,ferritin,-0.08505
aspartate_transaminase,hco3_arterial_blood_gas_analysis,-0.08528
pco2_venous_blood_gas_analysis,lipase_dosage,-0.08588
leukocytes,po2_arterial_blood_gas_analysis,-0.08591
alkaline_phosphatase,albumin,-0.08597
monocytes,magnesium,-0.08608
patient_addmited_to_regular_ward_1_yes_0_no,arterial_lactic_acid,-0.08608
platelets,urine_red_blood_cells,-0.08679
hemoglobin,aspartate_transaminase,-0.08717
potassium,base_excess_arterial_blood_gas_analysis,-0.08750
potassium,total_co2_arterial_blood_gas_analysis,-0.08755
patient_age_quantile,alkaline_phosphatase,-0.08765
mean_corpuscular_hemoglobin_mch,hb_saturation_arterial_blood_gases,-0.08793
sodium,hb_saturation_venous_blood_gas_analysis,-0.08805
hematocrit,platelets,-0.08824
mean_corpuscular_hemoglobin_concentration_mchc,neutrophils,-0.08863
pco2_venous_blood_gas_analysis,lactic_dehydrogenase,-0.08884
mean_corpuscular_volume_mcv,proteina_c_reativa_mg_dl,-0.08890
mean_platelet_volume,vitamin_b12,-0.08902
sodium,urine_red_blood_cells,-0.08902
sodium,ferritin,-0.08941
hb_saturation_venous_blood_gas_analysis,ferritin,-0.08973
mean_corpuscular_volume_mcv,serum_glucose,-0.08974
sodium,urine_ph,-0.08988
urine_density,ferritin,-0.08994
mean_corpuscular_hemoglobin_concentration_mchc,hb_saturation_arterial_blood_gases,-0.08998
patient_addmited_to_semi_intensive_unit_1_yes_0_no,relationship_patient_normal,-0.09027
patient_addmited_to_intensive_care_unit_1_yes_0_no,mean_corpuscular_hemoglobin_concentration_mchc,-0.09031
magnesium,cto2_arterial_blood_gas_analysis,-0.09040
metamyelocytes,phosphor,-0.09049
leukocytes,eosinophils,-0.09052
hematocrit,rods,-0.09098
potassium,hco3_venous_blood_gas_analysis,-0.09122
direct_bilirubin,urine_density,-0.09123
indirect_bilirubin,urine_density,-0.09157
eosinophils,lactic_dehydrogenase,-0.09160
patient_addmited_to_regular_ward_1_yes_0_no,lymphocytes,-0.09184
hemoglobin,base_excess_arterial_blood_gas_analysis,-0.09219
hb_saturation_venous_blood_gas_analysis,myelocytes,-0.09240
alanine_transaminase,hb_saturation_venous_blood_gas_analysis,-0.09293
patient_addmited_to_regular_ward_1_yes_0_no,hb_saturation_venous_blood_gas_analysis,-0.09310
po2_venous_blood_gas_analysis,myelocytes,-0.09326
red_blood_cells,rods,-0.09331
promyelocytes,phosphor,-0.09340
eosinophils,alkaline_phosphatase,-0.09379
aspartate_transaminase,albumin,-0.09393
aspartate_transaminase,hb_saturation_arterial_blood_gases,-0.09444
patient_addmited_to_regular_ward_1_yes_0_no,hemoglobin,-0.09465
hemoglobin,direct_bilirubin,-0.09503
hemoglobin,serum_glucose,-0.09530
neutrophils,sodium,-0.09592
alanine_transaminase,promyelocytes,-0.09605
monocytes,ph_arterial_blood_gas_analysis,-0.09640
lymphocytes,magnesium,-0.09644
patient_addmited_to_regular_ward_1_yes_0_no,hematocrit,-0.09658
potassium,hco3_arterial_blood_gas_analysis,-0.09689
ph_venous_blood_gas_analysis,ferritin,-0.09725
serum_glucose,cto2_arterial_blood_gas_analysis,-0.09751
lymphocytes,ph_arterial_blood_gas_analysis,-0.09767
mean_corpuscular_hemoglobin_concentration_mchc,proteina_c_reativa_mg_dl,-0.09774
platelets,myelocytes,-0.09780
creatinine,ionized_calcium,-0.09795
metamyelocytes,relationship_patient_normal,-0.09847
segmented,albumin,-0.09886
hematocrit,leukocytes,-0.09895
total_bilirubin,po2_venous_blood_gas_analysis,-0.09921
creatinine,hb_saturation_venous_blood_gas_analysis,-0.09938
eosinophils,cto2_arterial_blood_gas_analysis,-0.09978
potassium,aspartate_transaminase,-0.09984
hb_saturation_venous_blood_gas_analysis,urine_red_blood_cells,-0.10002
sodium,cto2_arterial_blood_gas_analysis,-0.10071
potassium,magnesium,-0.10097
sodium,aspartate_transaminase,-0.10124
ph_venous_blood_gas_analysis,lactic_dehydrogenase,-0.10150
hematocrit,lactic_dehydrogenase,-0.10189
eosinophils,aspartate_transaminase,-0.10205
patient_addmited_to_intensive_care_unit_1_yes_0_no,monocytes,-0.10250
ionized_calcium,urine_ph,-0.10267
hemoglobin,lactic_dehydrogenase,-0.10278
patient_addmited_to_semi_intensive_unit_1_yes_0_no,base_excess_venous_blood_gas_analysis,-0.10289
proteina_c_reativa_mg_dl,sodium,-0.10356
total_bilirubin,urine_density,-0.10394
platelets,cto2_arterial_blood_gas_analysis,-0.10395
neutrophils,urine_leukocytes,-0.10429
basophils,pco2_arterial_blood_gas_analysis,-0.10436
promyelocytes,total_co2_arterial_blood_gas_analysis,-0.10450
platelets,base_excess_venous_blood_gas_analysis,-0.10452
hematocrit,ferritin,-0.10460
lymphocytes,red_blood_cell_distribution_width_rdw,-0.10463
red_blood_cells,pco2_arterial_blood_gas_analysis,-0.10469
total_bilirubin,promyelocytes,-0.10473
mean_corpuscular_hemoglobin_mch,po2_arterial_blood_gas_analysis,-0.10491
mean_corpuscular_hemoglobin_concentration_mchc,po2_arterial_blood_gas_analysis,-0.10664
promyelocytes,urine_red_blood_cells,-0.10666
platelets,relationship_patient_normal,-0.10671
base_excess_venous_blood_gas_analysis,phosphor,-0.10720
hematocrit,aspartate_transaminase,-0.10788
segmented,total_co2_arterial_blood_gas_analysis,-0.10799
mean_corpuscular_hemoglobin_concentration_mchc,base_excess_arterial_blood_gas_analysis,-0.10805
myelocytes,phosphor,-0.10835
platelets,aspartate_transaminase,-0.10866
hemoglobin,rods,-0.10880
lactic_dehydrogenase,hco3_arterial_blood_gas_analysis,-0.10893
hematocrit,urea,-0.10902
patient_addmited_to_intensive_care_unit_1_yes_0_no,ph_arterial_blood_gas_analysis,-0.10912
hemoglobin,ferritin,-0.10977
platelets,ph_arterial_blood_gas_analysis,-0.10991
patient_addmited_to_intensive_care_unit_1_yes_0_no,lymphocytes,-0.11005
red_blood_cells,direct_bilirubin,-0.11039
monocytes,hb_saturation_venous_blood_gas_analysis,-0.11046
hematocrit,direct_bilirubin,-0.11050
leukocytes,creatinine,-0.11056
total_co2_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.11057
mean_corpuscular_hemoglobin_concentration_mchc,serum_glucose,-0.11061
myelocytes,relationship_patient_normal,-0.11114
lymphocytes,direct_bilirubin,-0.11129
aspartate_transaminase,total_co2_venous_blood_gas_analysis,-0.11134
magnesium,arteiral_fio2,-0.11144
hemoglobin,urea,-0.11152
patient_addmited_to_semi_intensive_unit_1_yes_0_no,lymphocytes,-0.11159
patient_addmited_to_intensive_care_unit_1_yes_0_no,basophils,-0.11226
lactic_dehydrogenase,total_co2_arterial_blood_gas_analysis,-0.11294
patient_addmited_to_semi_intensive_unit_1_yes_0_no,eosinophils,-0.11374
monocytes,base_excess_arterial_blood_gas_analysis,-0.11398
aspartate_transaminase,hco3_venous_blood_gas_analysis,-0.11404
patient_addmited_to_semi_intensive_unit_1_yes_0_no,albumin,-0.11405
indirect_bilirubin,hb_saturation_venous_blood_gas_analysis,-0.11417
hco3_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.11458
mean_corpuscular_hemoglobin_concentration_mchc,rods,-0.11491
leukocytes,pco2_venous_blood_gas_analysis,-0.11566
total_co2_arterial_blood_gas_analysis,phosphor,-0.11644
platelets,rods,-0.11675
urea,phosphor,-0.11724
ionized_calcium,vitamin_b12,-0.11771
sodium,po2_venous_blood_gas_analysis,-0.11825
leukocytes,urine_red_blood_cells,-0.11850
lactic_dehydrogenase,arterial_lactic_acid,-0.11853
creatine_phosphokinase_cpk,po2_arterial_blood_gas_analysis,-0.11927
hemoglobin,alkaline_phosphatase,-0.11998
mean_corpuscular_hemoglobin_mch,proteina_c_reativa_mg_dl,-0.12003
patient_addmited_to_regular_ward_1_yes_0_no,leukocytes,-0.12065
mean_corpuscular_hemoglobin_concentration_mchc,total_co2_arterial_blood_gas_analysis,-0.12067
mean_corpuscular_hemoglobin_mch,serum_glucose,-0.12141
lymphocytes,urea,-0.12195
monocytes,alkaline_phosphatase,-0.12243
platelets,ph_venous_blood_gas_analysis,-0.12253
urine_ph,lipase_dosage,-0.12311
leukocytes,mean_corpuscular_hemoglobin_mch,-0.12314
lymphocytes,hb_saturation_venous_blood_gas_analysis,-0.12330
hematocrit,urine_ph,-0.12372
relationship_patient_normal,arterial_lactic_acid,-0.12391
hemoglobin,metamyelocytes,-0.12422
patient_addmited_to_semi_intensive_unit_1_yes_0_no,red_blood_cells,-0.12438
hemoglobin,urine_ph,-0.12445
hematocrit,metamyelocytes,-0.12579
aspartate_transaminase,base_excess_venous_blood_gas_analysis,-0.12593
monocytes,po2_venous_blood_gas_analysis,-0.12616
hemoglobin,platelets,-0.12633
hemoglobin,leukocytes,-0.12671
ionized_calcium,metamyelocytes,-0.12680
direct_bilirubin,promyelocytes,-0.12972
promyelocytes,lactic_dehydrogenase,-0.12973
red_blood_cell_distribution_width_rdw,ph_arterial_blood_gas_analysis,-0.12996
red_blood_cells,metamyelocytes,-0.13074
red_blood_cells,hco3_arterial_blood_gas_analysis,-0.13082
base_excess_venous_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.13082
monocytes,segmented,-0.13099
mean_corpuscular_hemoglobin_concentration_mchc,hco3_arterial_blood_gas_analysis,-0.13119
red_blood_cell_distribution_width_rdw,cto2_arterial_blood_gas_analysis,-0.13138
promyelocytes,urine_ph,-0.13163
ionized_calcium,po2_arterial_blood_gas_analysis,-0.13178
platelets,promyelocytes,-0.13316
mean_corpuscular_hemoglobin_concentration_mchc,leukocytes,-0.13420
potassium,alanine_transaminase,-0.13558
hematocrit,alkaline_phosphatase,-0.13593
patient_addmited_to_semi_intensive_unit_1_yes_0_no,basophils,-0.13646
promyelocytes,relationship_patient_normal,-0.13811
red_blood_cells,total_co2_arterial_blood_gas_analysis,-0.13858
hematocrit,total_co2_arterial_blood_gas_analysis,-0.13862
monocytes,serum_glucose,-0.13899
sodium,lactic_dehydrogenase,-0.14024
mean_platelet_volume,alkaline_phosphatase,-0.14029
patient_addmited_to_intensive_care_unit_1_yes_0_no,red_blood_cells,-0.14049
sodium,phosphor,-0.14062
mean_corpuscular_hemoglobin_concentration_mchc,pco2_venous_blood_gas_analysis,-0.14079
basophils,alkaline_phosphatase,-0.14253
patient_addmited_to_semi_intensive_unit_1_yes_0_no,sodium,-0.14256
hematocrit,hco3_arterial_blood_gas_analysis,-0.14269
rods,phosphor,-0.14438
hemoglobin,gamma_glutamyltransferase,-0.14611
mean_platelet_volume,leukocytes,-0.14780
leukocytes,base_excess_arterial_blood_gas_analysis,-0.14798
lymphocytes,rods,-0.14875
mean_corpuscular_hemoglobin_mch,lactic_dehydrogenase,-0.14925
hemoglobin,total_co2_arterial_blood_gas_analysis,-0.14984
mean_corpuscular_volume_mcv,base_excess_arterial_blood_gas_analysis,-0.15141
lymphocytes,po2_venous_blood_gas_analysis,-0.15264
direct_bilirubin,po2_venous_blood_gas_analysis,-0.15289
red_blood_cells,red_blood_cell_distribution_width_rdw,-0.15424
mean_corpuscular_volume_mcv,lactic_dehydrogenase,-0.15534
mean_corpuscular_hemoglobin_mch,ph_arterial_blood_gas_analysis,-0.15559
hemoglobin,hco3_arterial_blood_gas_analysis,-0.15580
patient_addmited_to_semi_intensive_unit_1_yes_0_no,hco3_venous_blood_gas_analysis,-0.15656
hematocrit,gamma_glutamyltransferase,-0.15747
mean_corpuscular_volume_mcv,ph_arterial_blood_gas_analysis,-0.15860
lymphocytes,creatinine,-0.16055
red_blood_cells,urea,-0.16055
red_blood_cells,proteina_c_reativa_mg_dl,-0.16091
po2_arterial_blood_gas_analysis,phosphor,-0.16094
patient_addmited_to_semi_intensive_unit_1_yes_0_no,pco2_venous_blood_gas_analysis,-0.16165
red_blood_cell_distribution_width_rdw,promyelocytes,-0.16195
patient_addmited_to_semi_intensive_unit_1_yes_0_no,total_co2_venous_blood_gas_analysis,-0.16203
platelets,ferritin,-0.16238
ionized_calcium,ferritin,-0.16446
alkaline_phosphatase,promyelocytes,-0.16480
po2_arterial_blood_gas_analysis,arteiral_fio2,-0.16673
hb_saturation_venous_blood_gas_analysis,base_excess_venous_blood_gas_analysis,-0.16695
magnesium,rods,-0.16744
platelets,mean_corpuscular_hemoglobin_concentration_mchc,-0.16814
patient_addmited_to_semi_intensive_unit_1_yes_0_no,po2_arterial_blood_gas_analysis,-0.16828
total_bilirubin,hb_saturation_venous_blood_gas_analysis,-0.16956
promyelocytes,pco2_arterial_blood_gas_analysis,-0.17098
red_blood_cells,gamma_glutamyltransferase,-0.17151
aspartate_transaminase,promyelocytes,-0.17275
urea,cto2_arterial_blood_gas_analysis,-0.17284
patient_addmited_to_semi_intensive_unit_1_yes_0_no,hematocrit,-0.17379
creatine_phosphokinase_cpk,hb_saturation_arterial_blood_gases,-0.17437
potassium,base_excess_venous_blood_gas_analysis,-0.17489
segmented,pco2_arterial_blood_gas_analysis,-0.17521
eosinophils,proteina_c_reativa_mg_dl,-0.17615
lactic_dehydrogenase,po2_arterial_blood_gas_analysis,-0.17816
patient_addmited_to_semi_intensive_unit_1_yes_0_no,hemoglobin,-0.17882
eosinophils,phosphor,-0.17946
patient_addmited_to_intensive_care_unit_1_yes_0_no,hematocrit,-0.18039
patient_addmited_to_regular_ward_1_yes_0_no,platelets,-0.18109
mean_corpuscular_hemoglobin_mch,base_excess_arterial_blood_gas_analysis,-0.18219
promyelocytes,arteiral_fio2,-0.18279
proteina_c_reativa_mg_dl,ionized_calcium,-0.18334
red_blood_cells,urine_red_blood_cells,-0.18540
mean_corpuscular_hemoglobin_mch,alkaline_phosphatase,-0.18597
patient_addmited_to_intensive_care_unit_1_yes_0_no,hemoglobin,-0.18682
lactic_dehydrogenase,hb_saturation_arterial_blood_gases,-0.18976
leukocytes,base_excess_venous_blood_gas_analysis,-0.18979
direct_bilirubin,hb_saturation_venous_blood_gas_analysis,-0.19354
patient_addmited_to_intensive_care_unit_1_yes_0_no,cto2_arterial_blood_gas_analysis,-0.19403
leukocytes,ph_arterial_blood_gas_analysis,-0.19457
patient_addmited_to_semi_intensive_unit_1_yes_0_no,promyelocytes,-0.19506
rods,relationship_patient_normal,-0.19697
hemoglobin,urine_red_blood_cells,-0.19802
platelets,monocytes,-0.19941
platelets,creatinine,-0.20314
leukocytes,total_co2_venous_blood_gas_analysis,-0.20486
leukocytes,hco3_venous_blood_gas_analysis,-0.20490
mean_corpuscular_volume_mcv,red_blood_cell_distribution_width_rdw,-0.20509
arteiral_fio2,cto2_arterial_blood_gas_analysis,-0.20732
hematocrit,urine_red_blood_cells,-0.20803
basophils,proteina_c_reativa_mg_dl,-0.20873
total_co2_venous_blood_gas_analysis,lactic_dehydrogenase,-0.21175
red_blood_cells,myelocytes,-0.21410
hco3_arterial_blood_gas_analysis,phosphor,-0.21416
hco3_venous_blood_gas_analysis,lactic_dehydrogenase,-0.21416
patient_addmited_to_intensive_care_unit_1_yes_0_no,ph_venous_blood_gas_analysis,-0.21512
arterial_lactic_acid,base_excess_arterial_blood_gas_analysis,-0.21586
arterial_lactic_acid,hb_saturation_arterial_blood_gases,-0.21987
base_excess_venous_blood_gas_analysis,lactic_dehydrogenase,-0.22224
mean_corpuscular_volume_mcv,alkaline_phosphatase,-0.22343
hemoglobin,myelocytes,-0.22535
hematocrit,myelocytes,-0.23126
hematocrit,proteina_c_reativa_mg_dl,-0.23270
potassium,ph_venous_blood_gas_analysis,-0.23527
ionized_calcium,rods,-0.23535
hemoglobin,proteina_c_reativa_mg_dl,-0.23904
proteina_c_reativa_mg_dl,promyelocytes,-0.24292
hb_saturation_arterial_blood_gases,hco3_arterial_blood_gas_analysis,-0.24721
ionized_calcium,hb_saturation_arterial_blood_gases,-0.25320
alkaline_phosphatase,pco2_venous_blood_gas_analysis,-0.26036
hb_saturation_arterial_blood_gases,total_co2_arterial_blood_gas_analysis,-0.26168
creatinine,alkaline_phosphatase,-0.26221
hb_saturation_arterial_blood_gases,phosphor,-0.26354
pco2_arterial_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.26584
monocytes,neutrophils,-0.27034
basophils,neutrophils,-0.27114
hb_saturation_arterial_blood_gases,pco2_arterial_blood_gas_analysis,-0.27225
base_excess_venous_blood_gas_analysis,po2_venous_blood_gas_analysis,-0.27285
leukocytes,basophils,-0.27951
base_excess_arterial_blood_gas_analysis,arteiral_fio2,-0.28677
ph_arterial_blood_gas_analysis,hco3_arterial_blood_gas_analysis,-0.28935
platelets,mean_platelet_volume,-0.29409
patient_addmited_to_semi_intensive_unit_1_yes_0_no,hb_saturation_arterial_blood_gases,-0.29483
leukocytes,promyelocytes,-0.29788
alkaline_phosphatase,base_excess_venous_blood_gas_analysis,-0.29830
arterial_lactic_acid,ph_arterial_blood_gas_analysis,-0.29917
hb_saturation_venous_blood_gas_analysis,hco3_venous_blood_gas_analysis,-0.30214
hco3_arterial_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.30847
patient_addmited_to_intensive_care_unit_1_yes_0_no,promyelocytes,-0.30882
hb_saturation_venous_blood_gas_analysis,total_co2_venous_blood_gas_analysis,-0.31532
lymphocytes,leukocytes,-0.31871
base_excess_arterial_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.31933
leukocytes,monocytes,-0.32708
alkaline_phosphatase,hco3_venous_blood_gas_analysis,-0.32709
alkaline_phosphatase,total_co2_venous_blood_gas_analysis,-0.32833
hematocrit,red_blood_cell_distribution_width_rdw,-0.33197
pco2_venous_blood_gas_analysis,po2_venous_blood_gas_analysis,-0.33461
total_co2_arterial_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.33511
lymphocytes,proteina_c_reativa_mg_dl,-0.34303
mean_corpuscular_hemoglobin_mch,red_blood_cell_distribution_width_rdw,-0.34932
eosinophils,neutrophils,-0.35442
pco2_arterial_blood_gas_analysis,po2_arterial_blood_gas_analysis,-0.36188
pco2_venous_blood_gas_analysis,hb_saturation_venous_blood_gas_analysis,-0.37151
po2_venous_blood_gas_analysis,hco3_venous_blood_gas_analysis,-0.37352
red_blood_cells,mean_corpuscular_hemoglobin_mch,-0.37504
po2_venous_blood_gas_analysis,total_co2_venous_blood_gas_analysis,-0.38090
ionized_calcium,base_excess_arterial_blood_gas_analysis,-0.39612
hemoglobin,red_blood_cell_distribution_width_rdw,-0.40805
mean_corpuscular_hemoglobin_concentration_mchc,red_blood_cell_distribution_width_rdw,-0.43147
ph_arterial_blood_gas_analysis,total_co2_arterial_blood_gas_analysis,-0.43489
ph_arterial_blood_gas_analysis,arteiral_fio2,-0.45116
red_blood_cells,mean_corpuscular_volume_mcv,-0.47975
ionized_calcium,ph_arterial_blood_gas_analysis,-0.49177
ph_arterial_blood_gas_analysis,phosphor,-0.52211
pco2_arterial_blood_gas_analysis,base_excess_arterial_blood_gas_analysis,-0.55465
lymphocytes,segmented,-0.57296
total_co2_arterial_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.61763
hco3_arterial_blood_gas_analysis,cto2_arterial_blood_gas_analysis,-0.62606
pco2_venous_blood_gas_analysis,ph_venous_blood_gas_analysis,-0.63633
base_excess_arterial_blood_gas_analysis,phosphor,-0.66237
vitamin_b12,albumin,-0.76804
lymphocytes,neutrophils,-0.77484
pco2_arterial_blood_gas_analysis,ph_arterial_blood_gas_analysis,-0.97155
